ds,统计时间,campaign_id,campaign_name,曝光数,点击数,花费,应用内转换次数,按装数,session_设备数,session_dau,session_dac,session_gmv,联盟收入,P4p广告收入,session口径下单用户数,session口径支付新用户数,历史0单会员数,session口径支付新用户GMV,一跳P4P点击花费，美分,24h_dac,24h_gmv,24h-gmvroi,dac成本,sess-gmvroi,商业roi,geo type,是否全托,是否人群,time_range
20251023,20251023,mKByIFoF3o6hXGbH,AliExpress_moloco_rmkt_null_Android_app_US_purchase_CPA_RE_null,107602,31895,1204.65,0,0,12286,12134,22,407.11,176.81,29.27,32,6,2100,6600,0,,5608.6,,,,,US,no,no,
20251023,20251023,nxHXncb3ZQ9IzD6C,AliExpress_moloco_rmkt_null_android_app_NL_purchase_ROAS_RE_null,172983,11739,300.5,0,0,3459,3408,12,285.3,287.69,16.82,15,0,92,0,0,,6787.98,,,,,NL,no,no,
20251023,20251023,oVxmhgMdbNpkTLUV,AliExpress_moloco_rmkt_null_android_app_CA_purchase_ROAS_RE_null,69220,4193,201.08,0,0,1313,1309,1,32.54,64.88,8.97,1,0,77,0,0,,2885.25,,,,,CA,no,no,
20251023,20251023,pg2vIRvx7kSyBBS8,AliExpress_moloco_rmkt_null_android_app_DE_purchase_ROAS_RE_alg-mbr-rule-crowd_null,106248,3654,150.1,0,0,1359,1339,3,90.45,38.56,8.09,3,1,104,1242,0,,1207.48,,,,,DE,no,no,
20251023,20251023,pw0Z3Q1XIc9cyO3R,AliExpress_moloco_rmkt_null_android_app_NLD_income_ROAS_RE_null,120481,35552,206.21,0,0,7862,6082,3,48.16,6.67,8.74,3,0,843,0,0,,411.78,,,,,NL,no,no,
20251023,20251023,rmLzgwuSTkmEN0ty,AliExpress_moloco_rmkt_null_android_app_others_CL_Exlcude180_ROAS_RE_null,89900,26642,400.11,0,0,8829,8759,6,157.85,197.44,33.5,8,0,1727,0,0,,8856.13,,,,,others,no,no,
20251023,20251023,rtHodELwUPFTZOsK,AliExpress_moloco_rmkt_null_Android_app_BR_purchase_CPA_RE_null,2093119,114541,1502.5,0,0,43217,41820,24,325.28,75.57,59.14,46,8,5947,9775,0,,7768.23,,,,,BR,no,no,
20251023,20251023,tD7ZrHZpoCqTQwKE,AliExpress_moloco_rmkt_null_android_app_FR_purchase_ROAS_RE_null,206906,16574,401.52,0,0,5406,5327,8,144.22,124.78,28.74,10,1,274,1699,0,,4757.4,,,,,FR,no,no,
20251023,20251023,tEyDQ6xnxrxM4zwB,AliExpress_moloco_rmkt_null_android_app_EU10_BE/HU_purchase_CPA_RE_null,288987,18333,200.28,0,0,5299,3699,2,23.53,15.96,10.96,2,0,1041,0,0,,738.68,,,,,EU10,no,no,
20251023,20251023,ttbs3GswRilW1R9i,AliExpress_moloco_rmkt_null_android_app_MX_purchase_CPA_RE_null,4042548,34064,802.97,0,0,14952,14306,5,72.94,36.79,21.68,12,1,3067,417,0,,1751.81,,,,,MX,no,no,
20251023,20251023,uNUAxHQgdUIuHU5D,AliExpress_moloco_rmkt_null_android_app_DE_purchase_CPA_RE_null,1098295,25767,801.76,0,0,9224,8776,14,476.52,81.53,24.61,16,1,1062,1285,0,,5947.05,,,,,DE,no,no,
20251023,20251023,uZYdUYjX7BfsIDxD,AliExpress_moloco_rmkt_null_android_app_JP_purchase_ROAS_RE_null,133984,3336,200.98,0,0,1080,1065,3,56.68,19.24,12.65,3,0,53,0,0,,597.24,,,,,JP,no,no,
20251023,20251023,v7QnRXIVonS5uomZ,AliExpress_moloco_rmkt_null_Android_app_US_purchase_ROAS_RE_null,305575,22102,1957.48,0,0,5922,5881,14,795.29,399.36,40.84,19,1,586,1345,0,,13496.87,,,,,US,no,no,
20251023,20251023,vegxXMVljjYUX2V4,AliExpress_moloco_rmkt_null_android_app_MX_Exlcude180_ROAS_RE_null,320355,9909,502.88,0,0,3647,3638,5,390.26,81.4,17.85,8,0,335,0,0,,4693.74,,,,,MX,no,no,
20251023,20251023,wlb2pU2DtxwVh4qr,AliExpress_moloco_rmkt_null_android_app_IT_purchase_CPA_RE_null,445844,12216,200.28,0,0,5306,5163,3,53.55,27.37,10.88,3,0,574,0,0,,1272.99,,,,,IT,no,no,
20251024,20251024,AhBzvg4zNyz9BrZa,AliExpress_moloco_rmkt_null_android_app_CL_purchase_CPA_RE_null,2068318,41007,609.94,0,0,19248,18937,18,266.51,126.29,31.26,19,1,1570,1587,0,,6825.22,,,,,CL,no,no,
20251024,20251024,AoTrwaX4gJKcsnpU,AliExpress_moloco_rmkt_null_android_app_GCC_AE KW QA BH_purchase_CPA_RE_null,92913,4562,100.31,0,0,1631,1616,2,223.86,51.18,4.21,2,0,330,0,0,,744.24,,,,,GCC,no,no,
20251024,20251024,Bo5BOHZpf8Czmdhg,AliExpress_moloco_rmkt_null_android_app_EU10_purchase_CPA_RE_null,740475,8812,401.56,0,0,3618,3452,10,234.22,96.59,14.99,10,0,330,0,0,,2213.82,,,,,EU10,no,no,
20251024,20251024,C2yH6jzJz4IzQyzZ,AliExpress_moloco_rmkt_null_android_app_AUS_purchase_CPA_RE_null,224442,2586,100.88,0,0,1247,1229,2,34.42,18.61,2.85,2,0,89,0,0,,963.02,,,,,AUS,no,no,
20251024,20251024,C8w6QMX7C18oiKUy,AliExpress_moloco_rmkt_null_Android_app_BR_purchase_ROAS_RE_null,631630,16565,982.88,0,0,8347,8178,18,418.33,59.8,45.17,26,3,868,1573,0,,4359,,,,,BR,no,no,
20251024,20251024,FtAYDtsOOucWMmY5,AliExpress_moloco_rmkt_null_android_app_others_CL_purchase_CPA_RE_null,118661,40367,291.5,0,0,15886,15224,3,14.22,53.52,26.8,4,0,3678,0,0,,1822.02,,,,,others,no,no,
20251024,20251024,HxpI5DxERnMsyn0B,AliExpress_moloco_rmkt_null_android_app_CA_purchase_CPA_RE_null,0,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,,-,,,,,CA,no,no,
20251024,20251024,ILTNryrkkRJbHUkS,AliExpress_moloco_rmkt_null_android_app_DE_purchase_CPA_RE_mweb,11782,4268,50.04,0,0,1421,795,1,21.02,0.37,0.27,1,0,336,0,0,,30.46,,,,,DE,no,no,
20251024,20251024,ISImlUs2gtxFIUTs,AliExpress_moloco_rmkt_null_android_app_DE_purchase_ROAS_RE_null,122603,3426,150.58,0,0,1127,1105,2,137.05,5.83,7.62,4,0,98,0,0,,1254.02,,,,,DE,no,no,
20251024,20251024,If7SvoFxoCsQLpuI,AliExpress_moloco_rmkt_null_Android_app_KR_appopen_DAU_RE_null,166618,6464,100.61,0,0,2811,2731,2,32.2,2.71,6.53,2,0,182,0,0,,344.33,,,,,KR,no,no,
20251024,20251024,JWcysAyjroPywxhy,AliExpress_moloco_rmkt_null_android_app_JPN_Exlcude180_CPA_RE_null,113320,5892,100.57,0,0,2086,2056,3,193.47,36.28,4.32,4,0,143,0,0,,1278.8,,,,,JP,no,no,
20251024,20251024,NSzoa2gxgzVwWqtv,AliExpress_moloco_rmkt_null_android_app_ISR_purchase_ROAS_RE_null,387743,6883,200.56,0,0,2511,2493,8,114.37,53.94,14.2,8,0,66,0,0,,2485.49,,,,,IL,no,no,
20251024,20251024,OienH2QTcmAmx9dz,AliExpress_moloco_rmkt_null_android_app_GCC_AE KW QA BH_purchase_ROAS_RE_null,43131,1958,100.26,0,0,630,630,0,-,40.38,7.64,0,0,85,0,0,,1510.03,,,,,GCC,no,no,
20251024,20251024,OqWzy3xEM3IyNveF,AliExpress_moloco_rmkt_null_android_app_EU10_purchase_ROAS_RE_null,178899,12316,414.55,0,0,3652,3600,14,831.73,184.11,27.9,14,0,188,0,0,,7291.83,,,,,EU10,no,no,
20251024,20251024,P9NTwRrzaiFVTKdk,AliExpress_moloco_rmkt_null_android_app_DE_appopen_DAU_RE_null,175125,22829,204.74,0,0,5381,3009,0,-,4.64,3.93,1,0,1242,0,0,,63.31,,,,,DE,no,no,
20251024,20251024,PYf8vXzZHU9FJWD6,AliExpress_moloco_rmkt_null_android_app_others_TR_purchase_ROAS_RE_null,0,0,0,0,0,0,0,0,-,0.63,-,0,0,0,0,0,,-,,,,,others,no,no,
20251024,20251024,Ph2ByUy1f8Iho1ui,AliExpress_moloco_rmkt_null_Android_app_US_p4p_ROAS_RE_null,23251,5992,274.61,0,0,1662,1611,3,122.98,87.5,13.83,3,0,314,0,0,,1609.59,,,,,US,no,no,
20251024,20251024,Qi1ryhJrYNgK3Ovo,AliExpress_moloco_rmkt_null_android_app_EU10_PT_purchase_CPA_RE_null,141471,6027,150.6,0,0,2690,2419,3,23.72,22.88,4.99,4,0,287,0,0,,553.12,,,,,EU10,no,no,
20251024,20251024,QpORIXDI5jbQAN8E,AliExpress_moloco_rmkt_null_android_app_ESP_appopen_DAU_RE_null,182203,82470,437.18,0,0,26785,14395,5,398.08,36.37,9.38,5,0,4943,0,0,,1252.17,,,,,ES,no,no,
20251024,20251024,Rr8zaezbYgceyf6c,AliExpress_moloco_rmkt_null_android_app_AUS_Exlcude180_ROAS_RE_null,63451,1512,100.66,0,0,586,585,0,-,20.69,3.08,0,0,22,0,0,,638.93,,,,,AUS,no,no,
20251024,20251024,SzYnzkBXOxlzFx0O,AliExpress_moloco_rmkt_null_Android_app_KR_purchase_CPA_RE_null,2104656,8259,300.86,0,0,3937,3708,13,248.63,47.23,11.6,13,0,354,0,0,,1872.38,,,,,KR,no,no,
20251024,20251024,UcP6gcV6QF79A1IQ,AliExpress_moloco_rmkt_null_android_app_JP_purchase_CPA_RE_null,0,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,,-,,,,,JP,no,no,
20251024,20251024,Z8IVo3rXnESn7w2T,AliExpress_moloco_rmkt_null_android_app_GCC_SA_purchase_ROAS_RE_null,0,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,,-,,,,,GCC,no,no,
20251024,20251024,aAYWAdtK8yzGtcMp,AliExpress_moloco_rmkt_null_android_app_GB_purchase_ROAS_RE_null,213561,13619,702.22,0,0,3669,3633,14,498.72,98.91,24.7,14,0,250,0,0,,5667.09,,,,,GB,no,no,
20251024,20251024,aG917NDz5gBw6VRf,AliExpress_moloco_rmkt_null_android_app_CL_purchase_ROAS_RE_null,443382,16377,394.84,0,0,5901,5838,10,326.01,113.61,22.88,12,1,299,2078,0,,5871.33,,,,,CL,no,no,
20251024,20251024,aPLehU0cbfzIVdy3,AliExpress_moloco_rmkt_null_android_app_IT_purchase_ROAS_RE_null,185949,12620,377.81,0,0,4190,4121,7,175.62,163.29,26.79,7,0,311,0,0,,4545.91,,,,,IT,no,no,
20251024,20251024,bSHEjxayEJ5N0HV4,AliExpress_moloco_rmkt_null_android_app_PL_purchase_CPA_RE_mweb,28745,11445,52.18,0,0,3714,2407,1,29.78,0.31,0.62,1,0,751,0,0,,76.47,,,,,PL,no,no,
20251024,20251024,dmubcQcZnY7ruXIo,AliExpress_moloco_rmkt_null_android_app_PL_Exlcude180_CPA_RE_null,68069,4448,50.06,0,0,1900,1886,5,162.35,23.42,5.19,5,0,66,0,0,,1053.96,,,,,PL,no,no,
20251024,20251024,dngIHVpRqJiJcXyM,AliExpress_moloco_rmkt_null_android_app_GB_purchase_CPA_RE_null,725110,15089,702.07,0,0,6367,6243,11,297,67,21.92,11,1,672,5103,0,,4132.48,,,,,GB,no,no,
20251024,20251024,dykTFDiVw2I0ZEKB,AliExpress_moloco_rmkt_null_android_app_FR_purchase_CPA_RE_mweb,138176,1198,50.31,0,0,126,98,0,-,0.98,1.3,0,0,19,0,0,,-,,,,,FR,no,no,
20251024,20251024,eFETalps2bgJixqv,AliExpress_moloco_rmkt_null_android_app_ISR_purchase_CPA_RE_null,1101014,14022,300.64,0,0,5797,5664,16,267.54,58.59,15.51,16,0,248,0,0,,2999.74,,,,,IL,no,no,
20251024,20251024,gLp2VR7E7Tfwvof8,AliExpress_moloco_rmkt_null_ios_app_US_ContentView_RE_null,15147,3976,113.19,0,0,42,40,0,-,-,0.17,0,0,6,0,0,,-,,,,,US,no,no,
20251024,20251024,gRkfWpvtZkn6VgyY,AliExpress_moloco_rmkt_null_Android_app_KR_purchase_ROAS_RE_null,318183,12046,402,0,0,4884,4867,20,761.59,114.91,33.75,20,0,95,0,0,,3965.98,,,,,KR,no,no,
20251024,20251024,glZ9zNrWaOlYyY1u,AliExpress_moloco_rmkt_null_android_app_MEX_income_ROAS_RE_null,226734,12387,201.69,0,0,3401,3223,2,24.21,3.51,13.59,2,0,893,0,0,,694.89,,,,,MX,no,no,
20251024,20251024,k0waNlZWG1A8QjyC,AliExpress_moloco_rmkt_null_android_app_ES_purchase_ROAS_RE_null,356360,59426,1501.69,0,0,24106,23451,45,1578.05,325.99,84.6,52,0,1514,0,0,,15043.96,,,,,ES,no,no,
20251024,20251024,kBodqVBp1bJXni33,AliExpress_moloco_rmkt_null_android_app_ES_purchase_CPA_RE_null,763298,65546,1503.05,0,0,32042,30467,38,680.78,195.03,61.3,41,1,2653,811,0,,11013.02,,,,,ES,no,no,
20251024,20251024,mKByIFoF3o6hXGbH,AliExpress_moloco_rmkt_null_Android_app_US_purchase_CPA_RE_null,100019,32154,1221.35,0,0,12374,12226,24,809.25,167.14,36.38,31,4,2011,11165,0,,7182.28,,,,,US,no,no,
20251024,20251024,nxHXncb3ZQ9IzD6C,AliExpress_moloco_rmkt_null_android_app_NL_purchase_ROAS_RE_null,163831,10521,301.32,0,0,3388,3350,7,204.31,112.93,14.86,8,0,93,0,0,,4855.46,,,,,NL,no,no,
20251024,20251024,oVxmhgMdbNpkTLUV,AliExpress_moloco_rmkt_null_android_app_CA_purchase_ROAS_RE_null,67073,3787,202.99,0,0,1280,1274,2,20.84,63.68,12.15,2,0,52,0,0,,2173.52,,,,,CA,no,no,
20251024,20251024,pg2vIRvx7kSyBBS8,AliExpress_moloco_rmkt_null_android_app_DE_purchase_ROAS_RE_alg-mbr-rule-crowd_null,108248,3801,150.2,0,0,1348,1330,5,210.3,31.83,5.7,6,0,79,0,0,,1213.14,,,,,DE,no,no,
20251024,20251024,pw0Z3Q1XIc9cyO3R,AliExpress_moloco_rmkt_null_android_app_NLD_income_ROAS_RE_null,200635,7705,201.24,0,0,2055,1930,6,97.66,15.85,12.55,7,0,124,0,0,,984.74,,,,,NL,no,no,
20251024,20251024,rmLzgwuSTkmEN0ty,AliExpress_moloco_rmkt_null_android_app_others_CL_Exlcude180_ROAS_RE_null,84095,23827,385.95,0,0,8055,8015,8,335.39,153.81,32.94,9,0,1469,0,0,,7424.09,,,,,others,no,no,
20251024,20251024,rtHodELwUPFTZOsK,AliExpress_moloco_rmkt_null_Android_app_BR_purchase_CPA_RE_null,1598490,106020,1513.59,0,0,41193,39929,24,816.25,85.86,69.67,35,3,5566,6230,0,,8530.43,,,,,BR,no,no,
20251024,20251024,tD7ZrHZpoCqTQwKE,AliExpress_moloco_rmkt_null_android_app_FR_purchase_ROAS_RE_null,214854,16740,400.92,0,0,5168,5110,8,353.15,159.91,24.93,11,0,235,0,0,,3915.28,,,,,FR,no,no,
20251024,20251024,tEyDQ6xnxrxM4zwB,AliExpress_moloco_rmkt_null_android_app_EU10_BE/HU_purchase_CPA_RE_null,351269,7331,201.08,0,0,3056,2727,3,169.29,17.05,13.47,3,0,281,0,0,,937.19,,,,,EU10,no,no,
20251024,20251024,ttbs3GswRilW1R9i,AliExpress_moloco_rmkt_null_android_app_MX_purchase_CPA_RE_null,3060565,30512,822.72,0,0,14354,13821,10,410.06,42.72,22.68,13,1,2739,1157,0,,2004.8,,,,,MX,no,no,
20251024,20251024,uNUAxHQgdUIuHU5D,AliExpress_moloco_rmkt_null_android_app_DE_purchase_CPA_RE_null,786777,23704,801.63,0,0,8323,7948,25,870.68,94.04,29.51,28,0,904,0,0,,5512.9,,,,,DE,no,no,
20251024,20251024,uZYdUYjX7BfsIDxD,AliExpress_moloco_rmkt_null_android_app_JP_purchase_ROAS_RE_null,163465,3255,200.97,0,0,1065,1047,5,91.05,15.34,13.8,6,1,65,3880,0,,759.28,,,,,JP,no,no,
20251024,20251024,ujyayrBBBsJVfE3z,AliExpress_moloco_rmkt_null_ios_app_US_ContentViewExl30Days_DAU_RE_null,19,7,0.01,0,0,0,0,0,-,-,-,0,0,0,0,0,,-,,,,,US,no,no,
20251024,20251024,v7QnRXIVonS5uomZ,AliExpress_moloco_rmkt_null_Android_app_US_purchase_ROAS_RE_null,345328,23421,1935.31,0,0,5931,5881,20,776.37,559.96,45.18,28,5,597,10719,0,,19745.9,,,,,US,no,no,
20251024,20251024,vegxXMVljjYUX2V4,AliExpress_moloco_rmkt_null_android_app_MX_Exlcude180_ROAS_RE_null,357066,8678,486.65,0,0,3284,3279,7,207.16,74.17,15.08,9,1,321,895,0,,4215.03,,,,,MX,no,no,
20251024,20251024,wlb2pU2DtxwVh4qr,AliExpress_moloco_rmkt_null_android_app_IT_purchase_CPA_RE_null,506343,18968,381.4,0,0,8098,7801,10,324.85,50.93,20.91,12,0,935,0,0,,3083.69,,,,,IT,no,no,
20251025,20251025,AhBzvg4zNyz9BrZa,AliExpress_moloco_rmkt_null_android_app_CL_purchase_CPA_RE_null,3389086,89694,1502.96,0,0,36950,36281,29,591.65,64.05,55.92,35,1,3725,1672,0,,4222.38,,,,,CL,no,no,
20251025,20251025,AoTrwaX4gJKcsnpU,AliExpress_moloco_rmkt_null_android_app_GCC_AE KW QA BH_purchase_CPA_RE_null,88020,4837,100.29,0,0,1675,1663,0,-,41.49,6.5,0,0,345,0,0,,1058.38,,,,,GCC,no,no,
20251025,20251025,Bo5BOHZpf8Czmdhg,AliExpress_moloco_rmkt_null_android_app_EU10_purchase_CPA_RE_null,723237,8574,401.34,0,0,3527,3371,8,142.05,81.82,17.04,10,0,319,0,0,,2431.9,,,,,EU10,no,no,
20251025,20251025,C2yH6jzJz4IzQyzZ,AliExpress_moloco_rmkt_null_android_app_AUS_purchase_CPA_RE_null,214193,2684,101.51,0,0,1280,1253,0,-,28.89,4.1,0,0,81,0,0,,495.72,,,,,AUS,no,no,
20251025,20251025,C8w6QMX7C18oiKUy,AliExpress_moloco_rmkt_null_Android_app_BR_purchase_ROAS_RE_null,1655207,23115,1408.07,0,0,10831,10499,16,594.47,51.27,43.47,32,3,1178,2595,0,,3876.03,,,,,BR,no,no,
20251025,20251025,FtAYDtsOOucWMmY5,AliExpress_moloco_rmkt_null_android_app_others_CL_purchase_CPA_RE_null,124697,41052,301,0,0,15956,15287,10,176.03,84.22,21.91,11,0,4113,0,0,,1901.42,,,,,others,no,no,
20251025,20251025,HxpI5DxERnMsyn0B,AliExpress_moloco_rmkt_null_android_app_CA_purchase_CPA_RE_null,0,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,,-,,,,,CA,no,no,
20251025,20251025,ILTNryrkkRJbHUkS,AliExpress_moloco_rmkt_null_android_app_DE_purchase_CPA_RE_mweb,15257,6895,56.01,0,0,1905,1088,0,-,1.61,1.06,0,0,465,0,0,,85.28,,,,,DE,no,no,
20251025,20251025,ISImlUs2gtxFIUTs,AliExpress_moloco_rmkt_null_android_app_DE_purchase_ROAS_RE_null,202443,3206,150.29,0,0,1051,1038,1,25.96,11.96,5.82,2,0,72,0,0,,928.17,,,,,DE,no,no,
20251025,20251025,If7SvoFxoCsQLpuI,AliExpress_moloco_rmkt_null_Android_app_KR_appopen_DAU_RE_null,428925,7906,100.16,0,0,3078,2992,6,90.2,3.07,4.98,8,1,198,1606,0,,283.76,,,,,KR,no,no,
20251025,20251025,JWcysAyjroPywxhy,AliExpress_moloco_rmkt_null_android_app_JPN_Exlcude180_CPA_RE_null,115730,5955,100.44,0,0,2101,2077,1,26.99,21.3,5.68,1,0,140,0,0,,1326.66,,,,,JP,no,no,
20251025,20251025,NSzoa2gxgzVwWqtv,AliExpress_moloco_rmkt_null_android_app_ISR_purchase_ROAS_RE_null,553225,7184,194.39,0,0,2509,2496,14,583.51,110.28,23.29,15,0,38,0,0,,2919.72,,,,,IL,no,no,
20251025,20251025,OienH2QTcmAmx9dz,AliExpress_moloco_rmkt_null_android_app_GCC_AE KW QA BH_purchase_ROAS_RE_null,61944,2015,100.45,0,0,645,644,2,108.4,28.19,4.41,3,0,65,0,0,,849.63,,,,,GCC,no,no,
20251025,20251025,OqWzy3xEM3IyNveF,AliExpress_moloco_rmkt_null_android_app_EU10_purchase_ROAS_RE_null,307606,14778,502.76,0,0,3732,3697,11,454.71,220.73,29.07,13,0,168,0,0,,6945.97,,,,,EU10,no,no,
20251025,20251025,P9NTwRrzaiFVTKdk,AliExpress_moloco_rmkt_null_android_app_DE_appopen_DAU_RE_null,166604,36825,228.1,0,0,6916,3779,1,47.54,10.14,4.9,1,0,1544,0,0,,291.03,,,,,DE,no,no,
20251025,20251025,PYf8vXzZHU9FJWD6,AliExpress_moloco_rmkt_null_android_app_others_TR_purchase_ROAS_RE_null,0,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,,-,,,,,others,no,no,
20251025,20251025,Ph2ByUy1f8Iho1ui,AliExpress_moloco_rmkt_null_Android_app_US_p4p_ROAS_RE_null,57101,9943,491.55,0,0,2565,2503,3,28.84,10.47,22.58,7,1,506,1119,0,,592.55,,,,,US,no,no,
20251025,20251025,Qi1ryhJrYNgK3Ovo,AliExpress_moloco_rmkt_null_android_app_EU10_PT_purchase_CPA_RE_null,268070,10557,280.3,0,0,4354,4008,6,243.92,21.43,18.47,6,0,553,0,0,,1682.56,,,,,EU10,no,no,
20251025,20251025,QpORIXDI5jbQAN8E,AliExpress_moloco_rmkt_null_android_app_ESP_appopen_DAU_RE_null,163829,80100,263.57,0,0,24352,12676,3,58.29,26.27,6.45,4,1,4375,731,0,,537,,,,,ES,no,no,
20251025,20251025,Rr8zaezbYgceyf6c,AliExpress_moloco_rmkt_null_android_app_AUS_Exlcude180_ROAS_RE_null,79916,1406,100.86,0,0,584,582,2,152.85,18.6,2.97,2,0,19,0,0,,675.14,,,,,AUS,no,no,
20251025,20251025,SzYnzkBXOxlzFx0O,AliExpress_moloco_rmkt_null_Android_app_KR_purchase_CPA_RE_null,1991817,7508,298.17,0,0,3745,3541,18,240.57,45.37,14.67,20,0,327,0,0,,1817.34,,,,,KR,no,no,
20251025,20251025,UcP6gcV6QF79A1IQ,AliExpress_moloco_rmkt_null_android_app_JP_purchase_CPA_RE_null,0,0,0,0,0,0,0,0,-,0.11,-,0,0,0,0,0,,-,,,,,JP,no,no,
20251025,20251025,Z8IVo3rXnESn7w2T,AliExpress_moloco_rmkt_null_android_app_GCC_SA_purchase_ROAS_RE_null,0,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,,-,,,,,GCC,no,no,
20251025,20251025,aAYWAdtK8yzGtcMp,AliExpress_moloco_rmkt_null_android_app_GB_purchase_ROAS_RE_null,525815,14196,675.91,0,0,3680,3631,8,584.21,146.49,21.41,8,0,253,0,0,,5712.5,,,,,GB,no,no,
20251025,20251025,aG917NDz5gBw6VRf,AliExpress_moloco_rmkt_null_android_app_CL_purchase_ROAS_RE_null,2324050,30886,918.22,0,0,10642,10434,12,272.01,64.53,31.65,20,0,634,0,0,,3154.94,,,,,CL,no,no,
20251025,20251025,aPLehU0cbfzIVdy3,AliExpress_moloco_rmkt_null_android_app_IT_purchase_ROAS_RE_null,263146,11433,366.53,0,0,3804,3766,6,144.96,120.37,23.3,7,0,205,0,0,,3616.76,,,,,IT,no,no,
20251025,20251025,bSHEjxayEJ5N0HV4,AliExpress_moloco_rmkt_null_android_app_PL_purchase_CPA_RE_mweb,36812,16443,51.74,0,0,4354,2784,0,-,1.82,1.51,0,0,887,0,0,,188.27,,,,,PL,no,no,
20251025,20251025,dmubcQcZnY7ruXIo,AliExpress_moloco_rmkt_null_android_app_PL_Exlcude180_CPA_RE_null,61649,4699,50.04,0,0,2049,2031,3,24.05,28.91,4.15,3,0,78,0,0,,1196.93,,,,,PL,no,no,
20251025,20251025,dngIHVpRqJiJcXyM,AliExpress_moloco_rmkt_null_android_app_GB_purchase_CPA_RE_null,646178,16141,701.82,0,0,6267,6157,9,212.75,48.81,22.81,13,1,667,537,0,,3440.92,,,,,GB,no,no,
20251025,20251025,dykTFDiVw2I0ZEKB,AliExpress_moloco_rmkt_null_android_app_FR_purchase_CPA_RE_mweb,89139,1674,50.06,0,0,109,76,0,-,0.44,0.67,0,0,14,0,0,,42.57,,,,,FR,no,no,
20251025,20251025,eFETalps2bgJixqv,AliExpress_moloco_rmkt_null_android_app_ISR_purchase_CPA_RE_null,1095697,15536,301.16,0,0,6046,5918,23,569.18,75.91,18.87,24,0,267,0,0,,3978.28,,,,,IL,no,no,
20251025,20251025,gLp2VR7E7Tfwvof8,AliExpress_moloco_rmkt_null_ios_app_US_ContentView_RE_null,27634,7028,182.91,0,0,102,94,0,-,0.17,0.3,1,0,24,0,0,,41.85,,,,,US,no,no,
20251025,20251025,gRkfWpvtZkn6VgyY,AliExpress_moloco_rmkt_null_Android_app_KR_purchase_ROAS_RE_null,260184,8103,402.61,0,0,3617,3608,16,279.15,358.49,25.19,21,0,48,0,0,,3731.5,,,,,KR,no,no,
20251025,20251025,glZ9zNrWaOlYyY1u,AliExpress_moloco_rmkt_null_android_app_MEX_income_ROAS_RE_null,500620,14620,201.58,0,0,3913,3709,4,64.99,2.98,8.99,4,0,1045,0,0,,217.08,,,,,MX,no,no,
20251025,20251025,k0waNlZWG1A8QjyC,AliExpress_moloco_rmkt_null_android_app_ES_purchase_ROAS_RE_null,495866,53966,1416.69,0,0,21270,20882,42,1545.47,273.1,91.87,48,0,1041,0,0,,12219.77,,,,,ES,no,no,
20251025,20251025,kBodqVBp1bJXni33,AliExpress_moloco_rmkt_null_android_app_ES_purchase_CPA_RE_null,772582,70030,1503.31,0,0,33382,31727,43,872.06,222.51,63.76,45,2,2882,1438,0,,10361.56,,,,,ES,no,no,
20251025,20251025,mKByIFoF3o6hXGbH,AliExpress_moloco_rmkt_null_Android_app_US_purchase_CPA_RE_null,125621,40809,1503.43,0,0,14722,14549,28,721.78,174.82,42.75,36,4,2527,5133,0,,7260.86,,,,,US,no,no,
20251025,20251025,nxHXncb3ZQ9IzD6C,AliExpress_moloco_rmkt_null_android_app_NL_purchase_ROAS_RE_null,246660,9855,301.55,0,0,2982,2948,11,732.68,87.06,17.68,13,0,62,0,0,,3054.01,,,,,NL,no,no,
20251025,20251025,oVxmhgMdbNpkTLUV,AliExpress_moloco_rmkt_null_android_app_CA_purchase_ROAS_RE_null,139939,3410,202.32,0,0,1153,1148,3,69.71,67.08,12.18,3,0,45,0,0,,1564.19,,,,,CA,no,no,
20251025,20251025,pg2vIRvx7kSyBBS8,AliExpress_moloco_rmkt_null_android_app_DE_purchase_ROAS_RE_alg-mbr-rule-crowd_null,133820,3314,150.19,0,0,1188,1176,3,149.89,22.54,8.64,4,0,53,0,0,,1408.02,,,,,DE,no,no,
20251025,20251025,pw0Z3Q1XIc9cyO3R,AliExpress_moloco_rmkt_null_android_app_NL_income_ROAS_RE_null,312940,8349,200.34,0,0,2044,1964,2,129.49,12.28,12.72,2,0,109,0,0,,926.77,,,,,NL,no,no,
20251025,20251025,rmLzgwuSTkmEN0ty,AliExpress_moloco_rmkt_null_android_app_others_CL_Exlcude180_ROAS_RE_null,73159,20057,392.26,0,0,6730,6685,5,301.52,238.89,21.79,7,0,1279,0,0,,5890.66,,,,,others,no,no,
20251025,20251025,rtHodELwUPFTZOsK,AliExpress_moloco_rmkt_null_Android_app_BR_purchase_CPA_RE_null,2241969,172230,2503.5,0,0,60503,58502,45,1149.08,106.61,84.27,81,8,9167,7743,0,,7273.13,,,,,BR,no,no,
