ds,统计时间,campaign_id,campaign_name,曝光数,点击数,花费,应用内转换次数,按装数,session_设备数,session_dau,session_dac,session_gmv,联盟收入,P4p广告收入,session口径下单用户数,session口径支付新用户数,历史0单会员数,session口径支付新用户GMV,一跳P4P点击花费，美分,24h_dac,24h_gmv,24h-gmvroi,dac成本,sess-gmvroi,商业roi,geo type,是否全托,是否人群,time_range
20251001,20251001,AhBzvg4zNyz9BrZa,AliExpress_moloco_rmkt_null_android_app_CL_purchase_CPA_RE_null,679145,23468,300.05,0,0,10964,10828,22,483.96,37.45,23.24,24,0,939,0,0,,3941.6,,,,,CL,no,no,
20251001,20251001,AoTrwaX4gJKcsnpU,AliExpress_moloco_rmkt_null_android_app_GCC_AE KW QA BH_purchase_CPA_RE_null,74474,8957,333.98,0,0,4010,3838,6,263.02,48.43,11.54,6,2,918,2160,0,,3914.44,,,,,GCC,no,no,
20251001,20251001,Bo5BOHZpf8Czmdhg,AliExpress_moloco_rmkt_null_android_app_EU10_purchase_CPA_RE_null,313576,8696,301.06,0,0,3686,3643,6,84.96,170.72,23.22,8,0,216,0,0,,4656.77,,,,,EU10,no,no,
20251001,20251001,C2yH6jzJz4IzQyzZ,AliExpress_moloco_rmkt_null_android_app_AUS_purchase_CPA_RE_null,509191,12578,559.42,0,0,4739,4690,12,331.2,61.46,20.45,14,0,363,0,0,,3831.04,,,,,AUS,no,no,
20251001,20251001,C8w6QMX7C18oiKUy,AliExpress_moloco_rmkt_null_Android_app_BR_purchase_ROAS_RE_null,119432,5016,201.37,0,0,2433,2387,5,258.98,64.76,13.73,8,0,210,0,0,,4340.76,,,,,BR,no,no,
20251001,20251001,FtAYDtsOOucWMmY5,AliExpress_moloco_rmkt_null_android_app_others_CL_purchase_CPA_RE_null,110851,38686,300.57,0,0,15259,14935,11,236.47,39.13,32.92,13,1,3390,1385,0,,3382.44,,,,,others,no,no,
20251001,20251001,HxpI5DxERnMsyn0B,AliExpress_moloco_rmkt_null_android_app_CA_purchase_CPA_RE_null,96825,5400,202.02,0,0,2366,2359,7,146.51,57.77,9.97,8,0,155,0,0,,1610.54,,,,,CA,no,no,
20251001,20251001,If7SvoFxoCsQLpuI,AliExpress_moloco_rmkt_null_Android_app_KR_appopen_DAU_RE_null,91752,24183,100.22,0,0,4295,4220,7,137.87,6.92,7.99,8,0,222,0,0,,411.74,,,,,KR,no,no,
20251001,20251001,NSzoa2gxgzVwWqtv,AliExpress_moloco_rmkt_null_android_app_ISR_purchase_ROAS_RE_null,648598,18967,501.75,0,0,6611,6549,20,695.03,139.73,34.65,22,0,127,0,0,,5695.91,,,,,IL,no,no,
20251001,20251001,OienH2QTcmAmx9dz,AliExpress_moloco_rmkt_null_android_app_GCC_AE KW QA BH_purchase_ROAS_RE_null,95738,5010,283.21,0,0,1663,1627,3,1760.88,45.5,7.18,4,0,251,0,0,,4335.01,,,,,GCC,no,no,
20251001,20251001,OqWzy3xEM3IyNveF,AliExpress_moloco_rmkt_null_android_app_EU10_purchase_ROAS_RE_null,232262,21205,498.06,0,0,6547,6501,20,905.15,472.35,47.52,23,0,287,0,0,,16882.86,,,,,EU10,no,no,
20251001,20251001,P9NTwRrzaiFVTKdk,AliExpress_moloco_rmkt_null_android_app_DE_appopen_DAU_RE_null,-,-,-,-,-,2,1,0,-,-,-,0,0,0,0,0,,-,,,,,DE,no,no,
20251001,20251001,PYf8vXzZHU9FJWD6,AliExpress_moloco_rmkt_null_android_app_others_TR_purchase_ROAS_RE_null,39432,9360,160.31,0,0,2937,2863,8,164.15,48.03,12.05,8,0,461,0,0,,1182.57,,,,,others,no,no,
20251001,20251001,Ph2ByUy1f8Iho1ui,AliExpress_moloco_rmkt_null_Android_app_US_p4p_ROAS_RE_null,27127,4749,185.55,0,0,1356,1332,2,67.39,3.38,13.56,4,0,192,0,0,,351.84,,,,,US,no,no,
20251001,20251001,Rr8zaezbYgceyf6c,AliExpress_moloco_rmkt_null_android_app_AUS_Exlcude180_ROAS_RE_null,95812,2391,162.72,0,0,909,907,4,109.57,1.6,2.99,5,0,63,0,0,,371.42,,,,,AUS,no,no,
20251001,20251001,SzYnzkBXOxlzFx0O,AliExpress_moloco_rmkt_null_Android_app_KR_purchase_CPA_RE_null,2829088,35159,1403.77,0,0,13613,13457,39,818.01,169.37,53.31,43,0,489,0,0,,14404.67,,,,,KR,no,no,
20251001,20251001,UcP6gcV6QF79A1IQ,AliExpress_moloco_rmkt_null_android_app_JP_purchase_CPA_RE_null,124166,6114,100.24,0,0,2200,2131,3,467.35,62.16,7.56,3,0,142,0,0,,2173.09,,,,,JP,no,no,
20251001,20251001,Z8IVo3rXnESn7w2T,AliExpress_moloco_rmkt_null_android_app_GCC_SA_purchase_ROAS_RE_null,76562,2484,100.3,0,0,900,879,1,62.6,26.2,6.97,1,0,130,0,0,,2164.38,,,,,GCC,no,no,
20251001,20251001,aAYWAdtK8yzGtcMp,AliExpress_moloco_rmkt_null_android_app_GB_purchase_ROAS_RE_null,81111,5664,201.93,0,0,1812,1801,6,136.58,60.52,9.91,6,0,114,0,0,,2588.03,,,,,GB,no,no,
20251001,20251001,aG917NDz5gBw6VRf,AliExpress_moloco_rmkt_null_android_app_CL_purchase_ROAS_RE_null,306953,11491,199.03,0,0,4623,4574,7,285.26,43.86,18.47,8,0,332,0,0,,3632.06,,,,,CL,no,no,
20251001,20251001,aPLehU0cbfzIVdy3,AliExpress_moloco_rmkt_null_android_app_IT_purchase_ROAS_RE_null,45895,3775,100.22,0,0,1450,1434,3,48.47,141.69,9.29,3,0,86,0,0,,4670.16,,,,,IT,no,no,
20251001,20251001,dmubcQcZnY7ruXIo,AliExpress_moloco_rmkt_null_android_app_PL_Exlcude180_CPA_RE_null,0,0,0,0,0,1,1,0,-,11.99,-,0,0,0,0,0,,-,,,,,PL,no,no,
20251001,20251001,dngIHVpRqJiJcXyM,AliExpress_moloco_rmkt_null_android_app_GB_purchase_CPA_RE_null,148494,6784,200.4,0,0,2867,2847,5,181.31,63.49,11.85,5,0,198,0,0,,2414.42,,,,,GB,no,no,
20251001,20251001,eFETalps2bgJixqv,AliExpress_moloco_rmkt_null_android_app_ISR_purchase_CPA_RE_null,586022,12870,301.15,0,0,5238,5175,22,552.61,45.97,19.63,22,0,256,0,0,,3076.71,,,,,IL,no,no,
20251001,20251001,gRkfWpvtZkn6VgyY,AliExpress_moloco_rmkt_null_Android_app_KR_purchase_ROAS_RE_null,1482078,48580,2007.88,0,0,17916,17596,53,1668.9,341.26,85.26,54,1,597,1398,0,,19535.02,,,,,KR,no,no,
20251001,20251001,k0waNlZWG1A8QjyC,AliExpress_moloco_rmkt_null_android_app_ES_purchase_ROAS_RE_null,138401,25615,451.13,0,0,10753,10580,27,688.56,411.54,42.62,29,0,500,0,0,,13514.96,,,,,ES,no,no,
20251001,20251001,kBodqVBp1bJXni33,AliExpress_moloco_rmkt_null_android_app_ES_purchase_CPA_RE_null,139813,11952,150.24,0,0,5908,5800,8,137.87,58.51,13.9,9,1,344,574,0,,2806.67,,,,,ES,no,no,
20251001,20251001,mKByIFoF3o6hXGbH,AliExpress_moloco_rmkt_null_Android_app_US_purchase_CPA_RE_null,55262,14488,481.83,0,0,6145,6101,12,491.34,261.41,18.2,16,1,682,2922,0,,7843.07,,,,,US,no,no,
20251001,20251001,nxHXncb3ZQ9IzD6C,AliExpress_moloco_rmkt_null_android_app_NL_purchase_ROAS_RE_null,58140,4641,100.59,0,0,1658,1647,7,292.56,103.46,6.64,9,0,31,0,0,,3445.93,,,,,NL,no,no,
20251001,20251001,oVxmhgMdbNpkTLUV,AliExpress_moloco_rmkt_null_android_app_CA_purchase_ROAS_RE_null,105201,4335,200.75,0,0,1671,1657,4,97.46,122.56,11.89,4,0,110,0,0,,1724.56,,,,,CA,no,no,
20251001,20251001,pg2vIRvx7kSyBBS8,AliExpress_moloco_rmkt_null_android_app_DE_purchase_ROAS_RE_alg-mbr-rule-crowd_null,43385,3218,99.1,0,0,1175,1168,1,13.47,211.06,7.64,2,0,55,0,0,,4194.26,,,,,DE,no,no,
20251001,20251001,rmLzgwuSTkmEN0ty,AliExpress_moloco_rmkt_null_android_app_others_CL_Exlcude180_ROAS_RE_null,74835,18092,196.79,0,0,6710,6664,5,129.05,366.84,21.77,6,0,1369,0,0,,8889.67,,,,,others,no,no,
20251001,20251001,rtHodELwUPFTZOsK,AliExpress_moloco_rmkt_null_Android_app_BR_purchase_CPA_RE_null,387393,22159,295.71,0,0,10798,10653,11,484.05,44.9,20.58,19,2,1125,1618,0,,5021.09,,,,,BR,no,no,
20251001,20251001,tD7ZrHZpoCqTQwKE,AliExpress_moloco_rmkt_null_android_app_FR_purchase_ROAS_RE_null,37656,5580,100.08,0,0,2085,2072,4,173.63,149.16,11.88,6,0,74,0,0,,4740.04,,,,,FR,no,no,
20251001,20251001,ttbs3GswRilW1R9i,AliExpress_moloco_rmkt_null_android_app_MX_purchase_CPA_RE_null,456616,10235,301.89,0,0,5088,5029,4,64.36,17.45,13.63,9,0,671,0,0,,1597.48,,,,,MX,no,no,
20251001,20251001,uZYdUYjX7BfsIDxD,AliExpress_moloco_rmkt_null_android_app_JP_purchase_ROAS_RE_null,192393,2756,196.22,0,0,908,891,4,86.78,4.49,6.59,4,0,62,0,0,,512.45,,,,,JP,no,no,
20251001,20251001,v7QnRXIVonS5uomZ,AliExpress_moloco_rmkt_null_Android_app_US_purchase_ROAS_RE_null,211273,11255,702.59,0,0,3658,3631,11,1053.74,521.3,27,11,1,337,11479,0,,14824.69,,,,,US,no,no,
20251001,20251001,vegxXMVljjYUX2V4,AliExpress_moloco_rmkt_null_android_app_MX_Exlcude180_ROAS_RE_null,526436,12232,502.74,0,0,4694,4690,5,334.49,93.92,19.65,7,0,421,0,0,,6665.99,,,,,MX,no,no,
20251001,20251001,wlb2pU2DtxwVh4qr,AliExpress_moloco_rmkt_null_android_app_IT_purchase_CPA_RE_null,118513,10932,178.4,0,0,4854,4758,1,13.11,14.56,8.33,1,0,400,0,0,,1381.15,,,,,IT,no,no,
20251002,20251002,AhBzvg4zNyz9BrZa,AliExpress_moloco_rmkt_null_android_app_CL_purchase_CPA_RE_null,1208583,42653,612.26,0,0,19164,18903,19,322.88,71.82,40.18,20,1,1862,814,0,,5106.27,,,,,CL,no,no,
20251002,20251002,AoTrwaX4gJKcsnpU,AliExpress_moloco_rmkt_null_android_app_GCC_AE KW QA BH_purchase_CPA_RE_null,87735,10213,403.54,0,0,4369,4181,4,31.97,61.82,12.66,5,1,1011,531,0,,2478.77,,,,,GCC,no,no,
20251002,20251002,Bo5BOHZpf8Czmdhg,AliExpress_moloco_rmkt_null_android_app_EU10_purchase_CPA_RE_null,305605,8494,302.47,0,0,3675,3647,4,134.54,99.07,20.18,4,0,228,0,0,,4204,,,,,EU10,no,no,
20251002,20251002,C2yH6jzJz4IzQyzZ,AliExpress_moloco_rmkt_null_android_app_AUS_purchase_CPA_RE_null,488382,10811,510.68,0,0,4290,4235,6,133.64,48.76,16.31,7,0,339,0,0,,4060.2,,,,,AUS,no,no,
20251002,20251002,C8w6QMX7C18oiKUy,AliExpress_moloco_rmkt_null_Android_app_BR_purchase_ROAS_RE_null,186880,4883,205.57,0,0,2605,2575,3,97.88,36.49,15.64,6,0,178,0,0,,2713.9,,,,,BR,no,no,
20251002,20251002,FtAYDtsOOucWMmY5,AliExpress_moloco_rmkt_null_android_app_others_CL_purchase_CPA_RE_null,114659,38916,305.02,0,0,15784,15460,13,242.68,68.84,35.81,14,1,3450,316,0,,5225.62,,,,,others,no,no,
20251002,20251002,HxpI5DxERnMsyn0B,AliExpress_moloco_rmkt_null_android_app_CA_purchase_CPA_RE_null,96493,5507,204.32,0,0,2387,2362,6,205.32,72.05,9.62,6,0,148,0,0,,1835.65,,,,,CA,no,no,
20251002,20251002,If7SvoFxoCsQLpuI,AliExpress_moloco_rmkt_null_Android_app_KR_appopen_DAU_RE_null,103656,24436,101.17,0,0,4156,4079,4,99.53,2.86,9.18,4,0,239,0,0,,330.1,,,,,KR,no,no,
20251002,20251002,NSzoa2gxgzVwWqtv,AliExpress_moloco_rmkt_null_android_app_ISR_purchase_ROAS_RE_null,930119,21941,504.43,0,0,7265,7187,23,865.19,143.97,54.05,23,0,178,0,0,,6715.84,,,,,IL,no,no,
20251002,20251002,OienH2QTcmAmx9dz,AliExpress_moloco_rmkt_null_android_app_GCC_AE KW QA BH_purchase_ROAS_RE_null,116649,5686,302.77,0,0,1813,1774,1,17.32,70.64,9.53,2,0,331,0,0,,2908.62,,,,,GCC,no,no,
20251002,20251002,OqWzy3xEM3IyNveF,AliExpress_moloco_rmkt_null_android_app_EU10_purchase_ROAS_RE_null,281628,21990,505.33,0,0,6728,6671,24,1482.04,379.44,57.84,26,0,288,0,0,,15757.24,,,,,EU10,no,no,
20251002,20251002,P9NTwRrzaiFVTKdk,AliExpress_moloco_rmkt_null_android_app_DE_appopen_DAU_RE_null,-,-,-,-,-,3,1,0,-,-,-,0,0,0,0,0,,-,,,,,DE,no,no,
20251002,20251002,PYf8vXzZHU9FJWD6,AliExpress_moloco_rmkt_null_android_app_others_TR_purchase_ROAS_RE_null,42896,9477,160.83,0,0,3081,3002,0,-,42.36,12.25,1,0,452,0,0,,1751.51,,,,,others,no,no,
20251002,20251002,Ph2ByUy1f8Iho1ui,AliExpress_moloco_rmkt_null_Android_app_US_p4p_ROAS_RE_null,29606,4863,204.47,0,0,1502,1475,4,90.04,14.5,12.39,4,0,197,0,0,,1359.04,,,,,US,no,no,
20251002,20251002,Rr8zaezbYgceyf6c,AliExpress_moloco_rmkt_null_android_app_AUS_Exlcude180_ROAS_RE_null,150784,3466,204.95,0,0,1390,1387,1,11.75,40,4.36,1,0,87,0,0,,3572.03,,,,,AUS,no,no,
20251002,20251002,SzYnzkBXOxlzFx0O,AliExpress_moloco_rmkt_null_Android_app_KR_purchase_CPA_RE_null,2722022,36303,1399.15,0,0,13749,13624,39,694.23,162.94,50.35,42,0,536,0,0,,9642.31,,,,,KR,no,no,
20251002,20251002,UcP6gcV6QF79A1IQ,AliExpress_moloco_rmkt_null_android_app_JP_purchase_CPA_RE_null,130016,6733,101.19,0,0,2236,2156,5,81.37,25.92,6.3,5,0,178,0,0,,1336.31,,,,,JP,no,no,
20251002,20251002,Z8IVo3rXnESn7w2T,AliExpress_moloco_rmkt_null_android_app_GCC_SA_purchase_ROAS_RE_null,78932,2429,101.53,0,0,886,874,0,-,16.93,6.03,0,0,140,0,0,,470.76,,,,,GCC,no,no,
20251002,20251002,aAYWAdtK8yzGtcMp,AliExpress_moloco_rmkt_null_android_app_GB_purchase_ROAS_RE_null,114292,5674,202.59,0,0,1884,1870,5,81.49,54.34,11.08,5,0,137,0,0,,3587.19,,,,,GB,no,no,
20251002,20251002,aG917NDz5gBw6VRf,AliExpress_moloco_rmkt_null_android_app_CL_purchase_ROAS_RE_null,618138,21638,407.36,0,0,8549,8428,15,636.08,95.33,26.01,16,0,585,0,0,,6413.02,,,,,CL,no,no,
20251002,20251002,aPLehU0cbfzIVdy3,AliExpress_moloco_rmkt_null_android_app_IT_purchase_ROAS_RE_null,59779,4175,100.77,0,0,1645,1611,6,205.75,138.45,10.01,6,1,113,3160,0,,3682.01,,,,,IT,no,no,
20251002,20251002,dmubcQcZnY7ruXIo,AliExpress_moloco_rmkt_null_android_app_PL_Exlcude180_CPA_RE_null,0,0,0,0,0,0,0,0,-,10.73,-,0,0,0,0,0,,-,,,,,PL,no,no,
20251002,20251002,dngIHVpRqJiJcXyM,AliExpress_moloco_rmkt_null_android_app_GB_purchase_CPA_RE_null,136542,6422,203,0,0,2731,2714,4,127.23,96.91,11.05,4,0,184,0,0,,2941.72,,,,,GB,no,no,
20251002,20251002,eFETalps2bgJixqv,AliExpress_moloco_rmkt_null_android_app_ISR_purchase_CPA_RE_null,683292,14521,302.33,0,0,5596,5518,14,376.12,53.38,29.27,14,0,226,0,0,,3374.28,,,,,IL,no,no,
20251002,20251002,gRkfWpvtZkn6VgyY,AliExpress_moloco_rmkt_null_Android_app_KR_purchase_ROAS_RE_null,1588132,52020,2030.16,0,0,18929,18555,71,3240.7,274.12,90.41,78,2,722,2814,0,,15980.97,,,,,KR,no,no,
20251002,20251002,k0waNlZWG1A8QjyC,AliExpress_moloco_rmkt_null_android_app_ES_purchase_ROAS_RE_null,162700,25349,455.04,0,0,10657,10447,26,820.98,282.41,45.79,30,1,556,1059,0,,12392.43,,,,,ES,no,no,
20251002,20251002,kBodqVBp1bJXni33,AliExpress_moloco_rmkt_null_android_app_ES_purchase_CPA_RE_null,138049,12061,151.23,0,0,5981,5872,6,156.54,96.53,12.78,7,0,325,0,0,,3411.18,,,,,ES,no,no,
20251002,20251002,mKByIFoF3o6hXGbH,AliExpress_moloco_rmkt_null_Android_app_US_purchase_CPA_RE_null,55751,14717,509.26,0,0,6394,6363,22,393.27,176.49,23.03,32,2,689,3115,0,,7025.69,,,,,US,no,no,
20251002,20251002,nxHXncb3ZQ9IzD6C,AliExpress_moloco_rmkt_null_android_app_NL_purchase_ROAS_RE_null,78541,4667,100.58,0,0,1674,1661,1,16.53,53.78,6.31,1,0,44,0,0,,2527.88,,,,,NL,no,no,
20251002,20251002,oVxmhgMdbNpkTLUV,AliExpress_moloco_rmkt_null_android_app_CA_purchase_ROAS_RE_null,110880,4321,203.98,0,0,1695,1680,2,130.23,73.45,11.31,4,0,102,0,0,,2417.14,,,,,CA,no,no,
20251002,20251002,pg2vIRvx7kSyBBS8,AliExpress_moloco_rmkt_null_android_app_DE_purchase_ROAS_RE_alg-mbr-rule-crowd_null,57540,3381,97.32,0,0,1273,1269,1,92.71,87.92,7.75,1,0,65,0,0,,5064.18,,,,,DE,no,no,
20251002,20251002,rmLzgwuSTkmEN0ty,AliExpress_moloco_rmkt_null_android_app_others_CL_Exlcude180_ROAS_RE_null,71966,17219,203.03,0,0,6538,6493,3,116.59,259.08,20.31,4,0,1320,0,0,,7983.99,,,,,others,no,no,
20251002,20251002,rtHodELwUPFTZOsK,AliExpress_moloco_rmkt_null_Android_app_BR_purchase_CPA_RE_null,375247,20995,296.1,0,0,10303,10177,7,131.06,69.99,21.15,11,1,978,357,0,,5109.89,,,,,BR,no,no,
20251002,20251002,tD7ZrHZpoCqTQwKE,AliExpress_moloco_rmkt_null_android_app_FR_purchase_ROAS_RE_null,41688,5705,100.39,0,0,2098,2076,7,158.98,87.45,13.84,8,0,86,0,0,,3889.31,,,,,FR,no,no,
20251002,20251002,ttbs3GswRilW1R9i,AliExpress_moloco_rmkt_null_android_app_MX_purchase_CPA_RE_null,474722,9774,305.76,0,0,5019,4958,2,43.87,12.46,13.54,2,1,664,966,0,,1782.82,,,,,MX,no,no,
20251002,20251002,uZYdUYjX7BfsIDxD,AliExpress_moloco_rmkt_null_android_app_JP_purchase_ROAS_RE_null,248323,2914,198.89,0,0,1020,1007,2,19.06,41.11,9.59,3,0,75,0,0,,3048.17,,,,,JP,no,no,
20251002,20251002,v7QnRXIVonS5uomZ,AliExpress_moloco_rmkt_null_Android_app_US_purchase_ROAS_RE_null,204173,10613,713.85,0,0,3421,3399,11,343.46,390.19,25.74,14,2,326,6578,0,,10786.69,,,,,US,no,no,
20251002,20251002,vegxXMVljjYUX2V4,AliExpress_moloco_rmkt_null_android_app_MX_Exlcude180_ROAS_RE_null,541376,11686,512.29,0,0,4592,4576,9,260.13,54.07,25.27,10,0,435,0,0,,5311.97,,,,,MX,no,no,
20251002,20251002,wlb2pU2DtxwVh4qr,AliExpress_moloco_rmkt_null_android_app_IT_purchase_CPA_RE_null,132373,12119,201.4,0,0,5365,5259,4,64.34,44.74,17.06,4,0,459,0,0,,3895.91,,,,,IT,no,no,
20251003,20251003,AhBzvg4zNyz9BrZa,AliExpress_moloco_rmkt_null_android_app_CL_purchase_CPA_RE_null,1196939,40545,601.21,0,0,18952,18649,17,244.01,88.87,39.78,20,0,1769,0,0,,5751.84,,,,,CL,no,no,
20251003,20251003,AoTrwaX4gJKcsnpU,AliExpress_moloco_rmkt_null_android_app_GCC_AE KW QA BH_purchase_CPA_RE_null,82385,10282,402.23,0,0,4555,4355,1,53.37,30.63,16.68,2,0,1032,0,0,,1386.22,,,,,GCC,no,no,
20251003,20251003,Bo5BOHZpf8Czmdhg,AliExpress_moloco_rmkt_null_android_app_EU10_purchase_CPA_RE_null,303846,8286,301.62,0,0,3512,3481,10,191.85,96.18,18.43,10,0,181,0,0,,3801.2,,,,,EU10,no,no,
20251003,20251003,C2yH6jzJz4IzQyzZ,AliExpress_moloco_rmkt_null_android_app_AUS_purchase_CPA_RE_null,132782,2947,100.52,0,0,1380,1370,4,146.56,76.48,6.76,4,0,70,0,0,,2533.56,,,,,AUS,no,no,
20251003,20251003,C8w6QMX7C18oiKUy,AliExpress_moloco_rmkt_null_Android_app_BR_purchase_ROAS_RE_null,140221,4376,200.69,0,0,2280,2252,7,279.68,26.53,16.72,10,0,196,0,0,,2096.16,,,,,BR,no,no,
20251003,20251003,FtAYDtsOOucWMmY5,AliExpress_moloco_rmkt_null_android_app_others_CL_purchase_CPA_RE_null,111391,38756,300.87,0,0,15687,15322,4,65.51,72.24,32.5,5,0,3424,0,0,,3131.5,,,,,others,no,no,
20251003,20251003,HxpI5DxERnMsyn0B,AliExpress_moloco_rmkt_null_android_app_CA_purchase_CPA_RE_null,80059,5141,201.28,0,0,2190,2171,8,337.56,61.47,8.86,8,0,139,0,0,,1709.09,,,,,CA,no,no,
20251003,20251003,If7SvoFxoCsQLpuI,AliExpress_moloco_rmkt_null_Android_app_KR_appopen_DAU_RE_null,108119,27864,100.18,0,0,4458,4375,5,113.24,2.8,9.69,6,0,251,0,0,,284,,,,,KR,no,no,
20251003,20251003,NSzoa2gxgzVwWqtv,AliExpress_moloco_rmkt_null_android_app_ISR_purchase_ROAS_RE_null,830814,20297,501.87,0,0,6751,6685,14,525.23,93.17,46.49,16,0,144,0,0,,4877.41,,,,,IL,no,no,
20251003,20251003,OienH2QTcmAmx9dz,AliExpress_moloco_rmkt_null_android_app_GCC_AE KW QA BH_purchase_ROAS_RE_null,96123,5103,301.54,0,0,1729,1691,1,31.26,37.91,8.29,1,0,269,0,0,,1737.11,,,,,GCC,no,no,
20251003,20251003,OqWzy3xEM3IyNveF,AliExpress_moloco_rmkt_null_android_app_EU10_purchase_ROAS_RE_null,234988,20244,501.63,0,0,5948,5910,18,895.08,348.75,57.16,18,0,252,0,0,,12330.35,,,,,EU10,no,no,
20251003,20251003,PYf8vXzZHU9FJWD6,AliExpress_moloco_rmkt_null_android_app_others_TR_purchase_ROAS_RE_null,36755,9292,160.4,0,0,3011,2917,1,9.35,27.87,13.36,4,0,491,0,0,,983.31,,,,,others,no,no,
20251003,20251003,Ph2ByUy1f8Iho1ui,AliExpress_moloco_rmkt_null_Android_app_US_p4p_ROAS_RE_null,22169,4998,201.23,0,0,1527,1506,6,186.16,30.75,18.84,6,0,215,0,0,,1398,,,,,US,no,no,
20251003,20251003,Rr8zaezbYgceyf6c,AliExpress_moloco_rmkt_null_android_app_AUS_Exlcude180_ROAS_RE_null,110724,3489,201.86,0,0,1368,1365,3,96.16,16.48,9.51,3,0,67,0,0,,1427,,,,,AUS,no,no,
20251003,20251003,SzYnzkBXOxlzFx0O,AliExpress_moloco_rmkt_null_Android_app_KR_purchase_CPA_RE_null,1862790,29025,1004.06,0,0,11125,11024,38,642.6,123.26,46.01,41,0,350,0,0,,6129.29,,,,,KR,no,no,
20251003,20251003,UcP6gcV6QF79A1IQ,AliExpress_moloco_rmkt_null_android_app_JP_purchase_CPA_RE_null,118991,6460,100.56,0,0,2157,2074,4,24.65,39.09,5.24,4,0,160,0,0,,968.9,,,,,JP,no,no,
20251003,20251003,Z8IVo3rXnESn7w2T,AliExpress_moloco_rmkt_null_android_app_GCC_SA_purchase_ROAS_RE_null,51262,1907,100.54,0,0,714,697,0,-,39.43,5.34,0,0,91,0,0,,560,,,,,GCC,no,no,
20251003,20251003,aAYWAdtK8yzGtcMp,AliExpress_moloco_rmkt_null_android_app_GB_purchase_ROAS_RE_null,80162,5417,201.57,0,0,1673,1662,4,150.7,148.24,11.9,5,0,117,0,0,,3912.1,,,,,GB,no,no,
20251003,20251003,aG917NDz5gBw6VRf,AliExpress_moloco_rmkt_null_android_app_CL_purchase_ROAS_RE_null,435034,19174,400.98,0,0,7738,7635,10,2641.83,102.99,30,12,1,563,9698,0,,9675.89,,,,,CL,no,no,
20251003,20251003,aPLehU0cbfzIVdy3,AliExpress_moloco_rmkt_null_android_app_IT_purchase_ROAS_RE_null,43880,3449,100.11,0,0,1359,1339,3,47.75,82.04,12.07,3,0,116,0,0,,1741.35,,,,,IT,no,no,
20251003,20251003,dmubcQcZnY7ruXIo,AliExpress_moloco_rmkt_null_android_app_PL_Exlcude180_CPA_RE_null,0,0,0,0,0,1,1,0,-,3.54,-,0,0,0,0,0,,-,,,,,PL,no,no,
20251003,20251003,dngIHVpRqJiJcXyM,AliExpress_moloco_rmkt_null_android_app_GB_purchase_CPA_RE_null,125867,5892,200.74,0,0,2589,2571,3,74.55,46.41,11.12,3,0,163,0,0,,1717.96,,,,,GB,no,no,
20251003,20251003,eFETalps2bgJixqv,AliExpress_moloco_rmkt_null_android_app_ISR_purchase_CPA_RE_null,598079,14216,300.6,0,0,5592,5519,18,591.26,76.77,18.54,19,0,245,0,0,,3614.5,,,,,IL,no,no,
20251003,20251003,gRkfWpvtZkn6VgyY,AliExpress_moloco_rmkt_null_Android_app_KR_purchase_ROAS_RE_null,1078963,41897,1404.95,0,0,14999,14754,46,1100.89,357.14,89.86,51,1,485,1027,0,,15539.63,,,,,KR,no,no,
20251003,20251003,k0waNlZWG1A8QjyC,AliExpress_moloco_rmkt_null_android_app_ES_purchase_ROAS_RE_null,130730,21801,450.8,0,0,9115,8972,30,1153.82,327.95,43.8,33,1,433,4145,0,,11595.43,,,,,ES,no,no,
20251003,20251003,kBodqVBp1bJXni33,AliExpress_moloco_rmkt_null_android_app_ES_purchase_CPA_RE_null,127462,10629,150.25,0,0,5266,5181,7,127.22,79.55,13.3,9,0,272,0,0,,2653.37,,,,,ES,no,no,
20251003,20251003,mKByIFoF3o6hXGbH,AliExpress_moloco_rmkt_null_Android_app_US_purchase_CPA_RE_null,52901,14245,496.45,0,0,6072,6029,7,120.96,179.15,21.74,8,0,636,0,0,,7409.74,,,,,US,no,no,
20251003,20251003,nxHXncb3ZQ9IzD6C,AliExpress_moloco_rmkt_null_android_app_NL_purchase_ROAS_RE_null,57973,4244,100.43,0,0,1499,1482,3,43.69,61.89,9.44,5,0,39,0,0,,1546.2,,,,,NL,no,no,
20251003,20251003,oVxmhgMdbNpkTLUV,AliExpress_moloco_rmkt_null_android_app_CA_purchase_ROAS_RE_null,79463,3918,201.88,0,0,1517,1502,6,199.93,76.05,9.86,6,0,98,0,0,,1933.51,,,,,CA,no,no,
20251003,20251003,pg2vIRvx7kSyBBS8,AliExpress_moloco_rmkt_null_android_app_DE_purchase_ROAS_RE_alg-mbr-rule-crowd_null,48651,3539,98.26,0,0,1128,1122,5,149.42,73.45,11.97,5,0,58,0,0,,3266.48,,,,,DE,no,no,
20251003,20251003,rmLzgwuSTkmEN0ty,AliExpress_moloco_rmkt_null_android_app_others_CL_Exlcude180_ROAS_RE_null,59073,15668,201.07,0,0,6025,6002,5,134.99,229.37,19.87,6,1,1134,561,0,,7881.57,,,,,others,no,no,
20251003,20251003,rtHodELwUPFTZOsK,AliExpress_moloco_rmkt_null_Android_app_BR_purchase_CPA_RE_null,351287,22143,300.68,0,0,10778,10610,9,281.96,82.42,19.1,19,2,992,1469,0,,3828.49,,,,,BR,no,no,
